,namaLokasi,dateTime,dateTimeISO,tanggalKuota,jamKuota,totalKuota,sisaKuota,jakiKuota,wilayah,kecamatan,kelurahan,jenisFaskes,ADDRESS,location,point,latitude,longitude
136,KANTOR CAMAT CILINCING,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,85,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
137,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-16T09:00:00,2021-07-16T09:00:00.000Z,7/16/2021,9:00:00,100,85,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
138,RPTRA PLANET SENEN,2021-07-13T11:00:00,2021-07-13T11:00:00.000Z,7/13/2021,11:00:00,100,85,deprecated,KOTA ADM. JAKARTA PUSAT,SENEN,SENEN,deprecated,"RPTRA PLANET SENEN,SENEN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
139,SMPN 2 JAKARTA PUSAT,2021-07-13T10:00:00,2021-07-13T10:00:00.000Z,7/13/2021,10:00:00,100,85,deprecated,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,deprecated,"SMPN 2 JAKARTA PUSAT,JOHAR BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
140,RPTRA SUNGAI BAMBU,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,85,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
141,PRUDENTIAL MALL KOKAS,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,85,deprecated,KOTA ADM. JAKARTA SELATAN,TEBET,MENTENG DALAM,deprecated,"PRUDENTIAL MALL KOKAS,TEBET,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
142,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-16T09:00:00,2021-07-16T09:00:00.000Z,7/16/2021,9:00:00,100,85,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
143,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,85,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
144,RPTRA PLANET SENEN,2021-07-13T09:00:00,2021-07-13T09:00:00.000Z,7/13/2021,9:00:00,100,85,deprecated,KOTA ADM. JAKARTA PUSAT,SENEN,SENEN,deprecated,"RPTRA PLANET SENEN,SENEN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
145,KANTOR CAMAT CILINCING,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,84,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
146,PRUDENTIAL MALL KOKAS,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,84,deprecated,KOTA ADM. JAKARTA SELATAN,TEBET,MENTENG DALAM,deprecated,"PRUDENTIAL MALL KOKAS,TEBET,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
147,JAKARTA ISLAMIC CENTER,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,84,deprecated,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,deprecated,"JAKARTA ISLAMIC CENTER,KOJA,JAKARTA,INDONESIA","Pusat Pengkajian dan Pengembangan Islam Jakarta, Tugu Utara, Koja, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14260, Indonesia","(-6.12125, 106.91786411080503, 0.0)",-6.12125,106.91786411080503
148,RPTRA MATAHARI,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,84,deprecated,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,deprecated,"RPTRA MATAHARI,CEMPAKA PUTIH,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
149,SMPN 2 JAKARTA PUSAT,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,84,deprecated,KOTA ADM. JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,deprecated,"SMPN 2 JAKARTA PUSAT,JOHAR BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
150,KANTOR CAMAT CILINCING,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,84,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
151,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-13T09:00:00,2021-07-13T09:00:00.000Z,7/13/2021,9:00:00,100,84,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
152,RPTRA MATAHARI,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,84,deprecated,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,deprecated,"RPTRA MATAHARI,CEMPAKA PUTIH,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
153,KANTOR CAMAT CILINCING,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,84,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
154,JAKARTA ISLAMIC CENTER,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,83,deprecated,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,deprecated,"JAKARTA ISLAMIC CENTER,KOJA,JAKARTA,INDONESIA","Pusat Pengkajian dan Pengembangan Islam Jakarta, Tugu Utara, Koja, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14260, Indonesia","(-6.12125, 106.91786411080503, 0.0)",-6.12125,106.91786411080503
155,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-16T09:00:00,2021-07-16T09:00:00.000Z,7/16/2021,9:00:00,100,83,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
156,RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,83,deprecated,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,deprecated,"RUMKITLAP ARTHA GRAHAN PEDULI (AGP) ANCOL,PADEMANGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
157,SMK 3 KEMAYORAN,2021-07-15T11:00:00,2021-07-15T11:00:00.000Z,7/15/2021,11:00:00,100,83,deprecated,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,deprecated,"SMK 3 KEMAYORAN,KEMAYORAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
158,SDN 01 PINANGSIA,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,83,deprecated,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,deprecated,"SDN 01 PINANGSIA,TAMAN SARI,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
159,RPTRA MATAHARI,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,83,deprecated,KOTA ADM. JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,deprecated,"RPTRA MATAHARI,CEMPAKA PUTIH,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
160,KANTOR CAMAT CILINCING,2021-07-14T09:00:00,2021-07-14T09:00:00.000Z,7/14/2021,9:00:00,100,83,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
161,AULA PUSKESMAS KECAMATAN TAMBORA,2021-07-15T09:00:00,2021-07-15T09:00:00.000Z,7/15/2021,9:00:00,100,83,deprecated,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,deprecated,"AULA PUSKESMAS KECAMATAN TAMBORA,TAMBORA,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
162,SMPN 8 JAKARTA,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,83,deprecated,KOTA ADM. JAKARTA PUSAT,MENTENG,MENTENG,deprecated,"SMPN 8 JAKARTA,MENTENG,JAKARTA,INDONESIA","SMPN 8, Jalan Pangeran Diponegoro, RW 02, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10310, Indonesia","(-6.2011131, 106.8428777, 0.0)",-6.2011131,106.8428777
163,SMK 3 KEMAYORAN,2021-07-14T11:00:00,2021-07-14T11:00:00.000Z,7/14/2021,11:00:00,100,83,deprecated,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,deprecated,"SMK 3 KEMAYORAN,KEMAYORAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
164,KANTOR CAMAT CILINCING,2021-07-13T10:00:00,2021-07-13T10:00:00.000Z,7/13/2021,10:00:00,100,83,deprecated,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,deprecated,"KANTOR CAMAT CILINCING,CILINCING,JAKARTA,INDONESIA","Kantor Camat Cilincing, Gang Rupbasan, RW 08, Cilincing, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14120, Indonesia","(-6.1022744, 106.93940911778341, 0.0)",-6.1022744,106.93940911778341
165,PRUDENTIAL MALL KOKAS,2021-07-15T10:00:00,2021-07-15T10:00:00.000Z,7/15/2021,10:00:00,100,83,deprecated,KOTA ADM. JAKARTA SELATAN,TEBET,MENTENG DALAM,deprecated,"PRUDENTIAL MALL KOKAS,TEBET,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
166,SMP 112 PEJAGALAN,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,83,deprecated,KOTA ADM. JAKARTA UTARA,PENJARINGAN,PEJAGALAN,deprecated,"SMP 112 PEJAGALAN,PENJARINGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
167,PUSKESMAS KELURAHAN PETOJO SELATAN,2021-07-14T10:00:00,2021-07-14T10:00:00.000Z,7/14/2021,10:00:00,100,83,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,deprecated,"PUSKESMAS KELURAHAN PETOJO SELATAN,GAMBIR,JAKARTA,INDONESIA","Puskesmas Kelurahan Petojo Selatan, Jalan Taman Tanah Abang III, RW 04, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10160, Indonesia","(-6.17687555, 106.8144249, 0.0)",-6.17687555,106.8144249
168,PUSKESMAS KECAMATAN SETIABUDI,2021-07-16T11:00:00,2021-07-16T11:00:00.000Z,7/16/2021,11:00:00,100,82,deprecated,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,deprecated,"PUSKESMAS KECAMATAN SETIABUDI,SETIABUDI,JAKARTA,INDONESIA","Puskesmas dan Rumah Bersalin Kecamatan Setiabudi, Jalan Halimun Raya, RW 06, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, 12980, Indonesia","(-6.20695715, 106.83381395, 0.0)",-6.20695715,106.83381395
169,RPTRA SUNGAI BAMBU,2021-07-16T09:00:00,2021-07-16T09:00:00.000Z,7/16/2021,9:00:00,100,82,deprecated,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,deprecated,"RPTRA SUNGAI BAMBU,TANJUNG PRIOK,JAKARTA,INDONESIA","RPTRA Sungai Bambu, Sungai Bambu, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14330, Indonesia","(-6.1302611, 106.89094102845658, 0.0)",-6.1302611,106.89094102845658
170,SMP 112 PEJAGALAN,2021-07-16T10:00:00,2021-07-16T10:00:00.000Z,7/16/2021,10:00:00,100,82,deprecated,KOTA ADM. JAKARTA UTARA,PENJARINGAN,PEJAGALAN,deprecated,"SMP 112 PEJAGALAN,PENJARINGAN,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
171,PUSKESMAS KELURAHAN KEBON MANGGIS,2021-07-26T10:00:00,2021-07-26T10:00:00.000Z,7/26/2021,10:00:00,1,0,deprecated,KOTA ADM. JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,deprecated,"PUSKESMAS KELURAHAN KEBON MANGGIS,MATRAMAN,JAKARTA,INDONESIA","Puskesmas Kelurahan Kebon Manggis, Jalan Slamet Riyadi II, RW 04, Kebon Manggis, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13110, Indonesia","(-6.2107635000000005, 106.8586035, 0.0)",-6.2107635000000005,106.8586035
172,RSUD TARAKAN,2021-07-08T11:00:00,2021-07-08T11:00:00.000Z,7/8/2021,11:00:00,25,0,deprecated,KOTA ADM. JAKARTA PUSAT,GAMBIR,CIDENG,deprecated,"RSUD TARAKAN,GAMBIR,JAKARTA,INDONESIA","RSUD Tarakan, 7, Jalan Biak Ujung, RW 04, Cideng, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10150, Indonesia","(-6.17163765, 106.81034620548138, 0.0)",-6.17163765,106.81034620548138
173,PUSKESMAS KELURAHAN CIPAYUNG,2021-07-09T10:00:00,2021-07-09T10:00:00.000Z,7/9/2021,10:00:00,2,0,deprecated,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,deprecated,"PUSKESMAS KELURAHAN CIPAYUNG,CIPAYUNG,JAKARTA,INDONESIA","Puskesmas Kelurahan Cipayung, Jalan Budi Murni, RW 03, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13890, Indonesia","(-6.3332540999999996, 106.89473011291366, 0.0)",-6.3332540999999996,106.89473011291366
174,PUSKESMAS KELURAHAN CIPINANG CEMPEDAK,2021-07-08T08:00:00,2021-07-08T08:00:00.000Z,7/8/2021,8:00:00,5,0,deprecated,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,deprecated,"PUSKESMAS KELURAHAN CIPINANG CEMPEDAK,JATINEGARA,JAKARTA,INDONESIA","Puskesmas Kelurahan Cipinang Cempedak, Jalan Cipinang Cempedak IV, RW 03, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13330, Indonesia","(-6.2389218500000005, 106.87345356302714, 0.0)",-6.2389218500000005,106.87345356302714
175,PUSKESMAS KELURAHAN CILANDAK TIMUR,2021-07-30T13:00:00,2021-07-30T13:00:00.000Z,7/30/2021,13:00:00,10,0,deprecated,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,deprecated,"PUSKESMAS KELURAHAN CILANDAK TIMUR,PASAR MINGGU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
176,RSUD KEMAYORAN,2021-07-08T10:00:00,2021-07-08T10:00:00.000Z,7/8/2021,10:00:00,18,0,deprecated,KOTA ADM. JAKARTA PUSAT,KEMAYORAN,SERDANG,deprecated,"RSUD KEMAYORAN,KEMAYORAN,JAKARTA,INDONESIA","RSUD Kecamatan Kemayoran, Jalan Serdang I, RW 05, Serdang, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, 10640, Indonesia","(-6.1566836, 106.86377994562443, 0.0)",-6.1566836,106.86377994562443
177,PUSKESMAS KELURAHAN RAWA BUNGA,2021-07-19T09:00:00,2021-07-19T09:00:00.000Z,7/19/2021,9:00:00,5,0,deprecated,KOTA ADM. JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,deprecated,"PUSKESMAS KELURAHAN RAWA BUNGA,JATINEGARA,JAKARTA,INDONESIA","Puskesmas Kelurahan Rawa Bunga, Jalan Jatinegara Timur IV, RW 07, Rawa Bunga, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13310, Indonesia","(-6.2213196, 106.87019121156217, 0.0)",-6.2213196,106.87019121156217
178,SMPN 12 JAKARTA,2021-07-13T10:00:00,2021-07-13T10:00:00.000Z,7/13/2021,10:00:00,100,0,deprecated,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,deprecated,"SMPN 12 JAKARTA,KEBAYORAN BARU,JAKARTA,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
179,PUSKESMAS KELURAHAN PALMERIAM,2021-07-08T11:00:00,2021-07-08T11:00:00.000Z,7/8/2021,11:00:00,1,0,deprecated,KOTA ADM. JAKARTA TIMUR,MATRAMAN,PALMERIAM,deprecated,"PUSKESMAS KELURAHAN PALMERIAM,MATRAMAN,JAKARTA,INDONESIA","Puskesmas Kelurahan Kayu Manis, Jalan Kayu Manis Timur Gang M, RW 02, Kayu Manis, Matraman, Jakarta Timur, Daerah Khusus Ibukota Jakarta, 13140, Indonesia","(-6.19779915, 106.86080669730339, 0.0)",-6.19779915,106.86080669730339
